"from"	"to"	"Metabolite"
"ENSG00000100626"	"ENSG00000033867"	"m202"
"ENSG00000100626"	"ENSG00000080493"	"m202"
"ENSG00000100626"	"ENSG00000113073"	"m202"
"ENSG00000100626"	"ENSG00000188687"	"m202"
"ENSG00000100626"	"ENSG00000060971"	"m202"
"ENSG00000100626"	"ENSG00000072506"	"m202"
"ENSG00000100626"	"ENSG00000084754"	"m202"
"ENSG00000100626"	"ENSG00000087008"	"m202"
"ENSG00000100626"	"ENSG00000097021"	"m202"
"ENSG00000100626"	"ENSG00000101473"	"m202"
"ENSG00000100626"	"ENSG00000119673"	"m202"
"ENSG00000100626"	"ENSG00000127884"	"m202"
"ENSG00000100626"	"ENSG00000130304"	"m202"
"ENSG00000100626"	"ENSG00000133835"	"m202"
"ENSG00000100626"	"ENSG00000136881"	"m202"
"ENSG00000100626"	"ENSG00000138029"	"m202"
"ENSG00000100626"	"ENSG00000138796"	"m202"
"ENSG00000100626"	"ENSG00000140284"	"m202"
"ENSG00000100626"	"ENSG00000143554"	"m202"
"ENSG00000100626"	"ENSG00000157426"	"m202"
"ENSG00000100626"	"ENSG00000161533"	"m202"
"ENSG00000100626"	"ENSG00000167107"	"m202"
"ENSG00000100626"	"ENSG00000167114"	"m202"
"ENSG00000100626"	"ENSG00000167315"	"m202"
"ENSG00000100626"	"ENSG00000176715"	"m202"
"ENSG00000100626"	"ENSG00000177465"	"m202"
"ENSG00000100626"	"ENSG00000184227"	"m202"
"ENSG00000100626"	"ENSG00000242110"	"m202"
"ENSG00000100626"	"ENSG00000183048"	"m202"
"ENSG00000100626"	"ENSG00000049239"	"m202"
"ENSG00000100626"	"ENSG00000130313"	"m202"
"ENSG00000100626"	"ENSG00000136877"	"m202"
"ENSG00000157326"	"ENSG00000134538"	"m2020"
"ENSG00000134538"	"ENSG00000109193"	"m2021"
"ENSG00000120158"	"ENSG00000072041"	"m2026"
"ENSG00000120158"	"ENSG00000111371"	"m2026"
"ENSG00000120158"	"ENSG00000134294"	"m2026"
"ENSG00000120158"	"ENSG00000139209"	"m2026"
"ENSG00000120158"	"ENSG00000268104"	"m2026"
"ENSG00000072041"	"ENSG00000019186"	"m2027"
"ENSG00000110090"	"ENSG00000172508"	"m203"
"ENSG00000110090"	"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"m203"
"ENSG00000110090"	"ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848"	"m203"
"ENSG00000057252"	"ENSG00000172508"	"m203"
"ENSG00000057252"	"ENSG00000095321"	"m203"
"ENSG00000057252"	"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"m203"
"ENSG00000057252"	"ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848"	"m203"
"ENSG00000087008"	"ENSG00000172508"	"m203"
"ENSG00000087008"	"ENSG00000095321"	"m203"
"ENSG00000087008"	"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"m203"
"ENSG00000087008"	"ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848"	"m203"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000072778"	"m2034"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000115361"	"m2034"
"ENSG00000060971"	"ENSG00000021461"	"m2046"
"ENSG00000060971"	"ENSG00000106258"	"m2046"
"ENSG00000060971"	"ENSG00000108242"	"m2046"
"ENSG00000060971"	"ENSG00000138061"	"m2046"
"ENSG00000060971"	"ENSG00000138109"	"m2046"
"ENSG00000060971"	"ENSG00000138115"	"m2046"
"ENSG00000060971"	"ENSG00000140465"	"m2046"
"ENSG00000060971"	"ENSG00000160868"	"m2046"
"ENSG00000060971"	"ENSG00000160870"	"m2046"
"ENSG00000060971"	"ENSG00000165841"	"m2046"
"ENSG00000060971"	"ENSG00000282301"	"m2046"
"ENSG00000087076"	"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"m205"
"ENSG00000087076"	"ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848"	"m205"
"ENSG00000087076"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m205"
"ENSG00000087076"	"ENSG00000197375"	"m205"
"ENSG00000087076"	"ENSG00000084774"	"m205"
"ENSG00000087076"	"ENSG00000149742"	"m205"
"ENSG00000087076"	"ENSG00000175003"	"m205"
"ENSG00000087076"	"ENSG00000178537"	"m205"
"ENSG00000087076"	"ENSG00000197119"	"m205"
"ENSG00000087076"	"ENSG00000197208"	"m205"
"ENSG00000087076"	"ENSG00000072210"	"m205"
"ENSG00000087076"	"ENSG00000111275"	"m205"
"ENSG00000087076"	"ENSG00000137124"	"m205"
"ENSG00000087076"	"ENSG00000143149"	"m205"
"ENSG00000087076"	"ENSG00000164904"	"m205"
"ENSG00000087076"	"ENSG00000095321"	"m205"
"ENSG00000087076"	"ENSG00000104325"	"m205"
"ENSG00000087076"	"ENSG00000242612"	"m205"
"ENSG00000196139"	"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"m205"
"ENSG00000196139"	"ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848"	"m205"
"ENSG00000196139"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m205"
"ENSG00000196139"	"ENSG00000197375"	"m205"
"ENSG00000196139"	"ENSG00000084774"	"m205"
"ENSG00000196139"	"ENSG00000149742"	"m205"
"ENSG00000196139"	"ENSG00000175003"	"m205"
"ENSG00000196139"	"ENSG00000178537"	"m205"
"ENSG00000196139"	"ENSG00000197119"	"m205"
"ENSG00000196139"	"ENSG00000197208"	"m205"
"ENSG00000196139"	"ENSG00000072210"	"m205"
"ENSG00000196139"	"ENSG00000111275"	"m205"
"ENSG00000196139"	"ENSG00000137124"	"m205"
"ENSG00000196139"	"ENSG00000143149"	"m205"
"ENSG00000196139"	"ENSG00000164904"	"m205"
"ENSG00000196139"	"ENSG00000095321"	"m205"
"ENSG00000196139"	"ENSG00000104325"	"m205"
"ENSG00000196139"	"ENSG00000242612"	"m205"
"ENSG00000140505"	"ENSG00000171903"	"m2080"
"ENSG00000140505"	"ENSG00000171954"	"m2080"
"ENSG00000140505"	"ENSG00000186115"	"m2080"
"ENSG00000140505"	"ENSG00000186526"	"m2080"
"ENSG00000140505"	"ENSG00000186529"	"m2080"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000100156"	"m2081"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000108932"	"m2081"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000118596"	"m2081"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000141526"	"m2081"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000155380"	"m2081"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000168679"	"m2081"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000170190"	"m2081"
"ENSG00000100156"	"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"m2082"
"ENSG00000100156"	"ENSG00000100197"	"m2085"
"ENSG00000100156"	"ENSG00000130649"	"m2085"
"ENSG00000100156"	"ENSG00000134716"	"m2085"
"ENSG00000100156"	"ENSG00000137869"	"m2085"
"ENSG00000100156"	"ENSG00000140505"	"m2085"
"ENSG00000100156"	"ENSG00000142973"	"m2085"
"ENSG00000100156"	"ENSG00000155016"	"m2085"
"ENSG00000100156"	"ENSG00000167600"	"m2085"
"ENSG00000100156"	"ENSG00000186160"	"m2085"
"ENSG00000100156"	"ENSG00000186204"	"m2085"
"ENSG00000100156"	"ENSG00000186377"	"m2085"
"ENSG00000100156"	"ENSG00000197408"	"m2085"
"ENSG00000100156"	"ENSG00000197446"	"m2085"
"ENSG00000100156"	"ENSG00000197838"	"m2085"
"ENSG00000100156"	"ENSG00000198077"	"m2085"
"ENSG00000100156"	"ENSG00000255974"	"m2085"
"ENSG00000100156"	"ENSG00000157326"	"m2085"
"ENSG00000100156"	"ENSG00000159228"	"m2085"
"ENSG00000100156"	"ENSG00000159231"	"m2085"
"ENSG00000120915"	"ENSG00000151632"	"m2089"
"ENSG00000120915"	"ENSG00000187134"	"m2089"
"ENSG00000120915"	"ENSG00000196139"	"m2089"
"ENSG00000120915"	"ENSG00000198610"	"m2089"
"ENSG00000079215"	"ENSG00000125454"	"m209"
"ENSG00000079215"	"ENSG00000119711"	"m209"
"ENSG00000198246"	"ENSG00000125454"	"m209"
"ENSG00000198246"	"ENSG00000119711"	"m209"
"ENSG00000198246"	"ENSG00000138061"	"m209"
"ENSG00000112759"	"ENSG00000137106"	"m2097"
"ENSG00000112759"	"ENSG00000101323"	"m2097"
"ENSG00000112759"	"ENSG00000116882"	"m2097"
"ENSG00000116157"	"ENSG00000112759"	"m2098"
"ENSG00000116157"	"ENSG00000174669"	"m2098"
"ENSG00000004468"	"ENSG00000049860"	"m2103"
"ENSG00000004468"	"ENSG00000169660"	"m2103"
"ENSG00000004468"	"ENSG00000213614"	"m2103"
"ENSG00000004468"	"ENSG00000038002"	"m2103"
"ENSG00000134684"	"ENSG00000073756"	"m212"
"ENSG00000134684"	"ENSG00000095303"	"m212"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000163684"	"m2123"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000244486"	"m2123"
"ENSG00000100605"	"ENSG00000083807"	"m2130"
"ENSG00000100605"	"ENSG00000140284"	"m2130"
"ENSG00000135929"	"ENSG00000101846"	"m2133"
"ENSG00000184999"	"ENSG00000125454"	"m2138"
"ENSG00000184999"	"ENSG00000135929"	"m2138"
"ENSG00000100075"	"ENSG00000100605"	"m2140"
"ENSG00000100075"	"ENSG00000123643"	"m2140"
"ENSG00000100075"	"ENSG00000100075"	"m2140"
"ENSG00000100075"	"ENSG00000130208"	"m2140"
"ENSG00000135929"	"ENSG00000100605"	"m2140"
"ENSG00000135929"	"ENSG00000100075"	"m2140"
"ENSG00000135929"	"ENSG00000130208"	"m2140"
"ENSG00000100075"	"ENSG00000184999"	"m2145"
"ENSG00000100075"	"ENSG00000171560"	"m2145"
"ENSG00000100075"	"ENSG00000092009"	"m2145"
"ENSG00000005022"	"ENSG00000184999"	"m2145"
"ENSG00000005022"	"ENSG00000171560"	"m2145"
"ENSG00000005022"	"ENSG00000092009"	"m2145"
"ENSG00000171560"	"ENSG00000072210"	"m2146"
"ENSG00000171560"	"ENSG00000111275"	"m2146"
"ENSG00000171560"	"ENSG00000137124"	"m2146"
"ENSG00000171560"	"ENSG00000143149"	"m2146"
"ENSG00000171560"	"ENSG00000164904"	"m2146"
"ENSG00000102743"	"ENSG00000100075"	"m2148"
"ENSG00000123643"	"ENSG00000068976"	"m2150"
"ENSG00000123643"	"ENSG00000100504"	"m2150"
"ENSG00000123643"	"ENSG00000100994"	"m2150"
"ENSG00000123643"	"ENSG00000100075"	"m2150"
"ENSG00000092009"	"ENSG00000100075"	"m2152"
"ENSG00000092009"	"ENSG00000137860"	"m2152"
"ENSG00000092009"	"ENSG00000197506"	"m2152"
"ENSG00000092009"	"ENSG00000102743"	"m2152"
"ENSG00000092009"	"ENSG00000120329"	"m2152"
"ENSG00000184999"	"ENSG00000100075"	"m2152"
"ENSG00000184999"	"ENSG00000137860"	"m2152"
"ENSG00000184999"	"ENSG00000197506"	"m2152"
"ENSG00000184999"	"ENSG00000102743"	"m2152"
"ENSG00000184999"	"ENSG00000120329"	"m2152"
"ENSG00000100075"	"ENSG00000137860"	"m2152"
"ENSG00000100075"	"ENSG00000197506"	"m2152"
"ENSG00000100075"	"ENSG00000102743"	"m2152"
"ENSG00000100075"	"ENSG00000120329"	"m2152"
"ENSG00000100075"	"ENSG00000089057"	"m2155"
"ENSG00000100075"	"ENSG00000170482"	"m2155"
"ENSG00000100075"	"ENSG00000116157"	"m2155"
"ENSG00000100075"	"ENSG00000117592"	"m2155"
"ENSG00000100075"	"ENSG00000164294"	"m2155"
"ENSG00000100075"	"ENSG00000167468"	"m2155"
"ENSG00000100075"	"ENSG00000176153"	"m2155"
"ENSG00000100075"	"ENSG00000198704"	"m2155"
"ENSG00000100075"	"ENSG00000211445"	"m2155"
"ENSG00000100075"	"ENSG00000224586"	"m2155"
"ENSG00000100075"	"ENSG00000233276"	"m2155"
"ENSG00000197506"	"ENSG00000121897"	"m2157"
"ENSG00000197506"	"ENSG00000197506"	"m2157"
"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000084453"	"m2161"
"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000101187"	"m2161"
"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000111700"	"m2161"
"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000134538"	"m2161"
"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000139155"	"m2161"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000159423"	"m2175"
"ENSG00000072506"	"ENSG00000159423"	"m2175"
"ENSG00000174640"	"ENSG00000174640"	"m2176"
"ENSG00000067829"	"ENSG00000103257"	"m218"
"ENSG00000164638"	"ENSG00000134538"	"m2194"
"ENSG00000011052"	"ENSG00000174640"	"m2200"
"ENSG00000134538"	"ENSG00000053371"	"m2206"
"ENSG00000134538"	"ENSG00000162482"	"m2206"
"ENSG00000134538"	"ENSG00000184470"	"m2206"
"ENSG00000134538"	"ENSG00000197763"	"m2206"
"ENSG00000134538"	"ENSG00000198431"	"m2206"
"ENSG00000103257"	"ENSG00000109107"	"m221"
"ENSG00000103257"	"ENSG00000136872"	"m221"
"ENSG00000103257"	"ENSG00000149925"	"m221"
"ENSG00000103257"	"ENSG00000285043"	"m221"
"ENSG00000137563"	"ENSG00000075651"	"m2213"
"ENSG00000137563"	"ENSG00000105223"	"m2213"
"ENSG00000137563"	"ENSG00000129219"	"m2213"
"ENSG00000137563"	"ENSG00000166428"	"m2213"
"ENSG00000137204"	"ENSG00000075651"	"m2213"
"ENSG00000137204"	"ENSG00000105223"	"m2213"
"ENSG00000137204"	"ENSG00000129219"	"m2213"
"ENSG00000137204"	"ENSG00000166428"	"m2213"
"ENSG00000136877"	"ENSG00000075651"	"m2213"
"ENSG00000136877"	"ENSG00000105223"	"m2213"
"ENSG00000136877"	"ENSG00000129219"	"m2213"
"ENSG00000136877"	"ENSG00000166428"	"m2213"
"ENSG00000049860"	"ENSG00000120915"	"m2223"
"ENSG00000049860"	"ENSG00000143819"	"m2223"
"ENSG00000049860"	"ENSG00000111716"	"m2223"
"ENSG00000049860"	"ENSG00000134333"	"m2223"
"ENSG00000049860"	"ENSG00000151116"	"m2223"
"ENSG00000049860"	"ENSG00000166796"	"m2223"
"ENSG00000049860"	"ENSG00000166800"	"m2223"
"ENSG00000049860"	"ENSG00000171989"	"m2223"
"ENSG00000171903"	"ENSG00000112874"	"m2225"
"ENSG00000171903"	"ENSG00000154269"	"m2225"
"ENSG00000171903"	"ENSG00000197594"	"m2225"
"ENSG00000171903"	"ENSG00000120915"	"m2225"
"ENSG00000171903"	"ENSG00000143819"	"m2225"
"ENSG00000171298"	"ENSG00000083123"	"m223"
"ENSG00000171298"	"ENSG00000091140"	"m223"
"ENSG00000171298"	"ENSG00000117592"	"m223"
"ENSG00000171298"	"ENSG00000121053"	"m223"
"ENSG00000171298"	"ENSG00000130508"	"m223"
"ENSG00000171298"	"ENSG00000142046"	"m223"
"ENSG00000171298"	"ENSG00000147485"	"m223"
"ENSG00000171298"	"ENSG00000167419"	"m223"
"ENSG00000171298"	"ENSG00000248098"	"m223"
"ENSG00000171298"	"ENSG00000255730"	"m223"
"ENSG00000128951"	"ENSG00000083123"	"m223"
"ENSG00000128951"	"ENSG00000091140"	"m223"
"ENSG00000128951"	"ENSG00000117592"	"m223"
"ENSG00000128951"	"ENSG00000121053"	"m223"
"ENSG00000128951"	"ENSG00000130508"	"m223"
"ENSG00000128951"	"ENSG00000142046"	"m223"
"ENSG00000128951"	"ENSG00000147485"	"m223"
"ENSG00000128951"	"ENSG00000167419"	"m223"
"ENSG00000128951"	"ENSG00000248098"	"m223"
"ENSG00000128951"	"ENSG00000255730"	"m223"
"ENSG00000068366"	"ENSG00000130876 and ENSG00000168003"	"m2230"
"ENSG00000068366"	"ENSG00000103257 and ENSG00000168003"	"m2230"
"ENSG00000172331"	"ENSG00000130876 and ENSG00000168003"	"m2230"
"ENSG00000172331"	"ENSG00000103257 and ENSG00000168003"	"m2230"
"ENSG00000130876 and ENSG00000168003"	"ENSG00000103257"	"m2231"
"ENSG00000130876 and ENSG00000168003"	"ENSG00000130957"	"m2231"
"ENSG00000130876 and ENSG00000168003"	"ENSG00000165140"	"m2231"
"ENSG00000103257"	"ENSG00000067057"	"m2232"
"ENSG00000103257"	"ENSG00000141959"	"m2232"
"ENSG00000103257"	"ENSG00000152556"	"m2232"
"ENSG00000103064"	"ENSG00000130066"	"m2236"
"ENSG00000103064"	"ENSG00000141504"	"m2236"
"ENSG00000068366"	"ENSG00000067829"	"m224"
"ENSG00000068366"	"ENSG00000067840"	"m224"
"ENSG00000068366"	"ENSG00000101986"	"m224"
"ENSG00000068366"	"ENSG00000130821"	"m224"
"ENSG00000068366"	"ENSG00000130822"	"m224"
"ENSG00000068366"	"ENSG00000130829"	"m224"
"ENSG00000068366"	"ENSG00000180879"	"m224"
"ENSG00000068366"	"ENSG00000184343"	"m224"
"ENSG00000068366"	"ENSG00000185825"	"m224"
"ENSG00000068366"	"ENSG00000198753"	"m224"
"ENSG00000068366"	"ENSG00000198910"	"m224"
"ENSG00000060971 and ENSG00000167306"	"ENSG00000087008"	"m2247"
"ENSG00000060971 and ENSG00000167306"	"ENSG00000161533"	"m2247"
"ENSG00000067829"	"ENSG00000172331"	"m2248"
"ENSG00000073756"	"ENSG00000068366"	"m2254"
"ENSG00000073756"	"ENSG00000103740"	"m2254"
"ENSG00000073756"	"ENSG00000123983"	"m2254"
"ENSG00000073756"	"ENSG00000130377"	"m2254"
"ENSG00000073756"	"ENSG00000151726"	"m2254"
"ENSG00000073756"	"ENSG00000164398"	"m2254"
"ENSG00000073756"	"ENSG00000197142"	"m2254"
"ENSG00000073756"	"ENSG00000239642"	"m2254"
"ENSG00000002726"	"ENSG00000104812"	"m2256"
"ENSG00000002726"	"ENSG00000111713"	"m2256"
"ENSG00000002726"	"ENSG00000119938"	"m2256"
"ENSG00000002726"	"ENSG00000173281"	"m2256"
"ENSG00000049860"	"ENSG00000033100"	"m226"
"ENSG00000049860"	"ENSG00000123989"	"m226"
"ENSG00000049860"	"ENSG00000131873"	"m226"
"ENSG00000049860"	"ENSG00000198108"	"m226"
"ENSG00000123643"	"ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721"	"m2267"
"ENSG00000123643"	"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"m2269"
"ENSG00000097021"	"ENSG00000117594"	"m2271"
"ENSG00000084453 and ENSG00000111700"	"ENSG00000134216"	"m2275"
"ENSG00000100156"	"ENSG00000112499"	"m2277"
"ENSG00000100156"	"ENSG00000146477"	"m2277"
"ENSG00000100156"	"ENSG00000175003"	"m2277"
"ENSG00000100156"	"ENSG00000019186"	"m2277"
"ENSG00000123643"	"ENSG00000196139"	"m2278"
"ENSG00000119711"	"ENSG00000049860"	"m2281"
"ENSG00000119711"	"ENSG00000169660"	"m2281"
"ENSG00000119711"	"ENSG00000213614"	"m2281"
"ENSG00000119711"	"ENSG00000134538"	"m2281"
"ENSG00000111716"	"ENSG00000049860"	"m2281"
"ENSG00000111716"	"ENSG00000169660"	"m2281"
"ENSG00000111716"	"ENSG00000213614"	"m2281"
"ENSG00000111716"	"ENSG00000134538"	"m2281"
"ENSG00000164089"	"ENSG00000112294"	"m2282"
"ENSG00000164089"	"ENSG00000137261"	"m2282"
"ENSG00000134538"	"ENSG00000171954"	"m2284"
"ENSG00000134538"	"ENSG00000186115"	"m2284"
"ENSG00000134538"	"ENSG00000186529"	"m2284"
"ENSG00000060971"	"ENSG00000077463"	"m2286"
"ENSG00000060971"	"ENSG00000111339"	"m2286"
"ENSG00000060971"	"ENSG00000129744"	"m2286"
"ENSG00000060971"	"ENSG00000156219"	"m2286"
"ENSG00000060971"	"ENSG00000167311"	"m2286"
"ENSG00000060971"	"ENSG00000117592"	"m2286"
"ENSG00000060971"	"ENSG00000121053"	"m2286"
"ENSG00000060971"	"ENSG00000130508"	"m2286"
"ENSG00000060971"	"ENSG00000147485"	"m2286"
"ENSG00000060971"	"ENSG00000167419"	"m2286"
"ENSG00000083807"	"ENSG00000147576"	"m2291"
"ENSG00000083807"	"ENSG00000172955"	"m2291"
"ENSG00000083807"	"ENSG00000187758"	"m2291"
"ENSG00000083807"	"ENSG00000196344"	"m2291"
"ENSG00000083807"	"ENSG00000196616"	"m2291"
"ENSG00000083807"	"ENSG00000197894"	"m2291"
"ENSG00000083807"	"ENSG00000198099"	"m2291"
"ENSG00000083807"	"ENSG00000248144"	"m2291"
"ENSG00000103064"	"ENSG00000072506"	"m2294"
"ENSG00000103064"	"ENSG00000138796"	"m2294"
"ENSG00000130876 and ENSG00000168003"	"ENSG00000015520 and ENSG00000073060"	"m2301"
"ENSG00000095596"	"ENSG00000100075"	"m2302"
"ENSG00000100075"	"ENSG00000109193"	"m2303"
"ENSG00000117448"	"ENSG00000110090"	"m2306"
"ENSG00000117448"	"ENSG00000169169"	"m2306"
"ENSG00000117448"	"ENSG00000205560"	"m2306"
"ENSG00000073756"	"ENSG00000095596"	"m2311"
"ENSG00000073756"	"ENSG00000092068 and ENSG00000168003"	"m2311"
"ENSG00000073756"	"ENSG00000003989"	"m2311"
"ENSG00000073756"	"ENSG00000103257"	"m2311"
"ENSG00000073756"	"ENSG00000123643"	"m2311"
"ENSG00000073756"	"ENSG00000130876"	"m2311"
"ENSG00000073756"	"ENSG00000139514"	"m2311"
"ENSG00000073756"	"ENSG00000149150"	"m2311"
"ENSG00000073756"	"ENSG00000155465"	"m2311"
"ENSG00000073756"	"ENSG00000164363"	"m2311"
"ENSG00000073756"	"ENSG00000165349"	"m2311"
"ENSG00000073756"	"ENSG00000167703"	"m2311"
"ENSG00000092068 and ENSG00000168003"	"ENSG00000160200"	"m2312"
"ENSG00000083123"	"ENSG00000171298"	"m2319"
"ENSG00000084453"	"ENSG00000149742"	"m232"
"ENSG00000084453"	"ENSG00000175003"	"m232"
"ENSG00000084453"	"ENSG00000178537"	"m232"
"ENSG00000084453"	"ENSG00000197119"	"m232"
"ENSG00000084453"	"ENSG00000197208"	"m232"
"ENSG00000011052"	"ENSG00000103257"	"m2323"
"ENSG00000110090"	"ENSG00000157184"	"m234"
"ENSG00000052802"	"ENSG00000137491"	"m2340"
"ENSG00000112077"	"ENSG00000137563"	"m2363"
"ENSG00000116704"	"ENSG00000095321"	"m2365"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000085377"	"m2368"
"ENSG00000095059"	"ENSG00000085377"	"m2368"
"ENSG00000087008"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m2369"
"ENSG00000087008"	"ENSG00000171903"	"m2369"
"ENSG00000087008"	"ENSG00000171954"	"m2369"
"ENSG00000087008"	"ENSG00000186115"	"m2369"
"ENSG00000087008"	"ENSG00000186526"	"m2369"
"ENSG00000087008"	"ENSG00000186529"	"m2369"
"ENSG00000161653"	"ENSG00000110090"	"m237"
"ENSG00000161653"	"ENSG00000169169"	"m237"
"ENSG00000161653"	"ENSG00000205560"	"m237"
"ENSG00000088826"	"ENSG00000002726"	"m2371"
"ENSG00000088826"	"ENSG00000069535"	"m2371"
"ENSG00000088826"	"ENSG00000131471"	"m2371"
"ENSG00000088826"	"ENSG00000131480"	"m2371"
"ENSG00000088826"	"ENSG00000189221"	"m2371"
"ENSG00000088826"	"ENSG00000087253"	"m2371"
"ENSG00000088826"	"ENSG00000111684"	"m2371"
"ENSG00000088826"	"ENSG00000153395"	"m2371"
"ENSG00000088826"	"ENSG00000176454"	"m2371"
"ENSG00000085377"	"ENSG00000086062"	"m2376"
"ENSG00000085377"	"ENSG00000117411"	"m2376"
"ENSG00000085377"	"ENSG00000158470"	"m2376"
"ENSG00000085377"	"ENSG00000158850"	"m2376"
"ENSG00000085377"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m2376"
"ENSG00000171903"	"ENSG00000171903"	"m2377"
"ENSG00000171903"	"ENSG00000171954"	"m2377"
"ENSG00000171903"	"ENSG00000186115"	"m2377"
"ENSG00000171903"	"ENSG00000186526"	"m2377"
"ENSG00000171903"	"ENSG00000186529"	"m2377"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000171903"	"m2377"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000171954"	"m2377"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000186115"	"m2377"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000186526"	"m2377"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000186529"	"m2377"
"ENSG00000149742"	"ENSG00000110090"	"m239"
"ENSG00000149742"	"ENSG00000169169"	"m239"
"ENSG00000149742"	"ENSG00000205560"	"m239"
"ENSG00000149742"	"ENSG00000149742"	"m239"
"ENSG00000149742"	"ENSG00000175003"	"m239"
"ENSG00000149742"	"ENSG00000178537"	"m239"
"ENSG00000149742"	"ENSG00000197119"	"m239"
"ENSG00000149742"	"ENSG00000197208"	"m239"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000068366"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000103740"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000123983"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000130377"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000140284"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000151726"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000164398"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000197142"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000239642"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000088826"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000148832"	"m2392"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000175164"	"m2392"
"ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858"	"ENSG00000134575"	"m2396"
"ENSG00000095321"	"ENSG00000110090"	"m240"
"ENSG00000095321"	"ENSG00000169169"	"m240"
"ENSG00000095321"	"ENSG00000205560"	"m240"
"ENSG00000019186"	"ENSG00000164904"	"m2400"
"ENSG00000019186"	"ENSG00000112499"	"m2400"
"ENSG00000019186"	"ENSG00000146477"	"m2400"
"ENSG00000019186"	"ENSG00000174640"	"m2400"
"ENSG00000019186"	"ENSG00000175003"	"m2400"
"ENSG00000019186"	"ENSG00000176463"	"m2400"
"ENSG00000019186"	"ENSG00000052802"	"m2400"
"ENSG00000019186"	"ENSG00000170271"	"m2400"
