"from"	"to"	"Metabolite"
"ENSG00000184254"	"ENSG00000171723"	"m151"
"ENSG00000184254"	"ENSG00000079215"	"m151"
"ENSG00000184254"	"ENSG00000105143"	"m151"
"ENSG00000184254"	"ENSG00000106688"	"m151"
"ENSG00000184254"	"ENSG00000110436"	"m151"
"ENSG00000184254"	"ENSG00000162383"	"m151"
"ENSG00000138061"	"ENSG00000100156"	"m151"
"ENSG00000138061"	"ENSG00000108932"	"m151"
"ENSG00000138061"	"ENSG00000118596"	"m151"
"ENSG00000138061"	"ENSG00000141526"	"m151"
"ENSG00000138061"	"ENSG00000155380"	"m151"
"ENSG00000138061"	"ENSG00000168679"	"m151"
"ENSG00000138061"	"ENSG00000170190"	"m151"
"ENSG00000138061"	"ENSG00000172482"	"m151"
"ENSG00000138061"	"ENSG00000171723"	"m151"
"ENSG00000138061"	"ENSG00000079215"	"m151"
"ENSG00000138061"	"ENSG00000105143"	"m151"
"ENSG00000138061"	"ENSG00000106688"	"m151"
"ENSG00000138061"	"ENSG00000110436"	"m151"
"ENSG00000138061"	"ENSG00000162383"	"m151"
"ENSG00000188921"	"ENSG00000100156"	"m151"
"ENSG00000188921"	"ENSG00000108932"	"m151"
"ENSG00000188921"	"ENSG00000118596"	"m151"
"ENSG00000188921"	"ENSG00000141526"	"m151"
"ENSG00000188921"	"ENSG00000155380"	"m151"
"ENSG00000188921"	"ENSG00000168679"	"m151"
"ENSG00000188921"	"ENSG00000170190"	"m151"
"ENSG00000188921"	"ENSG00000172482"	"m151"
"ENSG00000188921"	"ENSG00000171723"	"m151"
"ENSG00000188921"	"ENSG00000079215"	"m151"
"ENSG00000188921"	"ENSG00000105143"	"m151"
"ENSG00000188921"	"ENSG00000106688"	"m151"
"ENSG00000188921"	"ENSG00000110436"	"m151"
"ENSG00000188921"	"ENSG00000162383"	"m151"
"ENSG00000091138"	"ENSG00000100156"	"m151"
"ENSG00000091138"	"ENSG00000108932"	"m151"
"ENSG00000091138"	"ENSG00000118596"	"m151"
"ENSG00000091138"	"ENSG00000141526"	"m151"
"ENSG00000091138"	"ENSG00000155380"	"m151"
"ENSG00000091138"	"ENSG00000168679"	"m151"
"ENSG00000091138"	"ENSG00000170190"	"m151"
"ENSG00000091138"	"ENSG00000172482"	"m151"
"ENSG00000091138"	"ENSG00000171723"	"m151"
"ENSG00000091138"	"ENSG00000079215"	"m151"
"ENSG00000091138"	"ENSG00000105143"	"m151"
"ENSG00000091138"	"ENSG00000106688"	"m151"
"ENSG00000091138"	"ENSG00000110436"	"m151"
"ENSG00000091138"	"ENSG00000162383"	"m151"
"ENSG00000237763"	"ENSG00000100156"	"m151"
"ENSG00000237763"	"ENSG00000108932"	"m151"
"ENSG00000237763"	"ENSG00000118596"	"m151"
"ENSG00000237763"	"ENSG00000141526"	"m151"
"ENSG00000237763"	"ENSG00000155380"	"m151"
"ENSG00000237763"	"ENSG00000168679"	"m151"
"ENSG00000237763"	"ENSG00000170190"	"m151"
"ENSG00000237763"	"ENSG00000172482"	"m151"
"ENSG00000237763"	"ENSG00000171723"	"m151"
"ENSG00000237763"	"ENSG00000079215"	"m151"
"ENSG00000237763"	"ENSG00000105143"	"m151"
"ENSG00000237763"	"ENSG00000106688"	"m151"
"ENSG00000237763"	"ENSG00000110436"	"m151"
"ENSG00000237763"	"ENSG00000162383"	"m151"
"ENSG00000167468"	"ENSG00000100156"	"m151"
"ENSG00000167468"	"ENSG00000108932"	"m151"
"ENSG00000167468"	"ENSG00000118596"	"m151"
"ENSG00000167468"	"ENSG00000141526"	"m151"
"ENSG00000167468"	"ENSG00000155380"	"m151"
"ENSG00000167468"	"ENSG00000168679"	"m151"
"ENSG00000167468"	"ENSG00000170190"	"m151"
"ENSG00000167468"	"ENSG00000172482"	"m151"
"ENSG00000167468"	"ENSG00000171723"	"m151"
"ENSG00000167468"	"ENSG00000079215"	"m151"
"ENSG00000167468"	"ENSG00000105143"	"m151"
"ENSG00000167468"	"ENSG00000106688"	"m151"
"ENSG00000167468"	"ENSG00000110436"	"m151"
"ENSG00000167468"	"ENSG00000162383"	"m151"
"ENSG00000138061"	"ENSG00000184999"	"m154"
"ENSG00000085871"	"ENSG00000184999"	"m154"
"ENSG00000184254"	"ENSG00000184999"	"m154"
"ENSG00000186526"	"ENSG00000184999"	"m154"
"ENSG00000141526"	"ENSG00000119711"	"m1558"
"ENSG00000141526"	"ENSG00000060971 and ENSG00000167306"	"m1558"
"ENSG00000141526"	"ENSG00000203857"	"m1558"
"ENSG00000141526"	"ENSG00000203859"	"m1558"
"ENSG00000147485"	"ENSG00000183048"	"m1560"
"ENSG00000147485"	"ENSG00000111716"	"m1560"
"ENSG00000147485"	"ENSG00000134333"	"m1560"
"ENSG00000147485"	"ENSG00000151116"	"m1560"
"ENSG00000147485"	"ENSG00000166796"	"m1560"
"ENSG00000147485"	"ENSG00000166800"	"m1560"
"ENSG00000147485"	"ENSG00000171989"	"m1560"
"ENSG00000147485"	"ENSG00000119711"	"m1560"
"ENSG00000147485"	"ENSG00000100462 and ENSG00000126457"	"m1560"
"ENSG00000147485"	"ENSG00000010165"	"m1560"
"ENSG00000147485"	"ENSG00000029639"	"m1560"
"ENSG00000147485"	"ENSG00000059588"	"m1560"
"ENSG00000147485"	"ENSG00000066651"	"m1560"
"ENSG00000147485"	"ENSG00000067365"	"m1560"
"ENSG00000147485"	"ENSG00000068438"	"m1560"
"ENSG00000147485"	"ENSG00000071462"	"m1560"
"ENSG00000147485"	"ENSG00000087995"	"m1560"
"ENSG00000147485"	"ENSG00000100483"	"m1560"
"ENSG00000147485"	"ENSG00000101247"	"m1560"
"ENSG00000147485"	"ENSG00000101574"	"m1560"
"ENSG00000147485"	"ENSG00000103037"	"m1560"
"ENSG00000147485"	"ENSG00000105202"	"m1560"
"ENSG00000147485"	"ENSG00000108592"	"m1560"
"ENSG00000147485"	"ENSG00000110871"	"m1560"
"ENSG00000147485"	"ENSG00000111218"	"m1560"
"ENSG00000147485"	"ENSG00000111641"	"m1560"
"ENSG00000147485"	"ENSG00000114735"	"m1560"
"ENSG00000147485"	"ENSG00000117481"	"m1560"
"ENSG00000147485"	"ENSG00000122435"	"m1560"
"ENSG00000147485"	"ENSG00000122687"	"m1560"
"ENSG00000147485"	"ENSG00000123427"	"m1560"
"ENSG00000147485"	"ENSG00000123600"	"m1560"
"ENSG00000147485"	"ENSG00000126749"	"m1560"
"ENSG00000147485"	"ENSG00000127804"	"m1560"
"ENSG00000147485"	"ENSG00000130305"	"m1560"
"ENSG00000147485"	"ENSG00000132275"	"m1560"
"ENSG00000147485"	"ENSG00000132600"	"m1560"
"ENSG00000147485"	"ENSG00000137574"	"m1560"
"ENSG00000147485"	"ENSG00000137760"	"m1560"
"ENSG00000147485"	"ENSG00000138382"	"m1560"
"ENSG00000147485"	"ENSG00000139160"	"m1560"
"ENSG00000147485"	"ENSG00000139780"	"m1560"
"ENSG00000147485"	"ENSG00000142453"	"m1560"
"ENSG00000147485"	"ENSG00000143499"	"m1560"
"ENSG00000147485"	"ENSG00000144401"	"m1560"
"ENSG00000147485"	"ENSG00000145194"	"m1560"
"ENSG00000147485"	"ENSG00000145331"	"m1560"
"ENSG00000147485"	"ENSG00000145388"	"m1560"
"ENSG00000147485"	"ENSG00000146834"	"m1560"
"ENSG00000147485"	"ENSG00000150456"	"m1560"
"ENSG00000147485"	"ENSG00000156239"	"m1560"
"ENSG00000147485"	"ENSG00000160310"	"m1560"
"ENSG00000147485"	"ENSG00000162623"	"m1560"
"ENSG00000147485"	"ENSG00000162851"	"m1560"
"ENSG00000147485"	"ENSG00000164169"	"m1560"
"ENSG00000147485"	"ENSG00000165055"	"m1560"
"ENSG00000147485"	"ENSG00000165275"	"m1560"
"ENSG00000147485"	"ENSG00000165644"	"m1560"
"ENSG00000147485"	"ENSG00000165792"	"m1560"
"ENSG00000147485"	"ENSG00000168806"	"m1560"
"ENSG00000147485"	"ENSG00000169519"	"m1560"
"ENSG00000147485"	"ENSG00000170439"	"m1560"
"ENSG00000147485"	"ENSG00000171806"	"m1560"
"ENSG00000147485"	"ENSG00000171861"	"m1560"
"ENSG00000147485"	"ENSG00000174173"	"m1560"
"ENSG00000147485"	"ENSG00000178694"	"m1560"
"ENSG00000147485"	"ENSG00000179299"	"m1560"
"ENSG00000147485"	"ENSG00000180917"	"m1560"
"ENSG00000147485"	"ENSG00000181038"	"m1560"
"ENSG00000147485"	"ENSG00000181090"	"m1560"
"ENSG00000147485"	"ENSG00000183955"	"m1560"
"ENSG00000147485"	"ENSG00000185238"	"m1560"
"ENSG00000147485"	"ENSG00000185432"	"m1560"
"ENSG00000147485"	"ENSG00000186666"	"m1560"
"ENSG00000147485"	"ENSG00000188573"	"m1560"
"ENSG00000147485"	"ENSG00000198890"	"m1560"
"ENSG00000147485"	"ENSG00000203791"	"m1560"
"ENSG00000147485"	"ENSG00000204371"	"m1560"
"ENSG00000147485"	"ENSG00000205629"	"m1560"
"ENSG00000147485"	"ENSG00000206562"	"m1560"
"ENSG00000147485"	"ENSG00000214756"	"m1560"
"ENSG00000147485"	"ENSG00000241058"	"m1560"
"ENSG00000147485"	"ENSG00000250305"	"m1560"
"ENSG00000147485"	"ENSG00000278619"	"m1560"
"ENSG00000147485"	"ENSG00000064763"	"m1560"
"ENSG00000147485"	"ENSG00000118514"	"m1560"
"ENSG00000147485"	"ENSG00000197601"	"m1560"
"ENSG00000147485"	"ENSG00000151229"	"m1560"
"ENSG00000112981"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"m1582"
"ENSG00000108242"	"ENSG00000203857"	"m1597"
"ENSG00000108242"	"ENSG00000203859"	"m1597"
"ENSG00000108242"	"ENSG00000025423"	"m1597"
"ENSG00000108242"	"ENSG00000086696"	"m1597"
"ENSG00000112981"	"ENSG00000167900"	"m1599"
"ENSG00000171302"	"ENSG00000103064"	"m1628"
"ENSG00000171302"	"ENSG00000105281"	"m1628"
"ENSG00000171302"	"ENSG00000115902"	"m1628"
"ENSG00000112981"	"ENSG00000131069"	"m1629"
"ENSG00000112981"	"ENSG00000011052"	"m1629"
"ENSG00000112981"	"ENSG00000103024"	"m1629"
"ENSG00000112981"	"ENSG00000103202"	"m1629"
"ENSG00000112981"	"ENSG00000112981"	"m1629"
"ENSG00000112981"	"ENSG00000143156"	"m1629"
"ENSG00000112981"	"ENSG00000172113"	"m1629"
"ENSG00000112981"	"ENSG00000239672"	"m1629"
"ENSG00000112981"	"ENSG00000243678"	"m1629"
"ENSG00000126432"	"ENSG00000109814"	"m1656"
"ENSG00000126432"	"ENSG00000104687"	"m1658"
"ENSG00000186526"	"ENSG00000119689"	"m167"
"ENSG00000186526"	"ENSG00000117592"	"m167"
"ENSG00000186526"	"ENSG00000121053"	"m167"
"ENSG00000186526"	"ENSG00000130508"	"m167"
"ENSG00000186526"	"ENSG00000147485"	"m167"
"ENSG00000186526"	"ENSG00000167419"	"m167"
"ENSG00000186526"	"ENSG00000077463"	"m167"
"ENSG00000186526"	"ENSG00000111339"	"m167"
"ENSG00000186526"	"ENSG00000129744"	"m167"
"ENSG00000186526"	"ENSG00000156219"	"m167"
"ENSG00000186526"	"ENSG00000167311"	"m167"
"ENSG00000186526"	"ENSG00000021488"	"m167"
"ENSG00000186526"	"ENSG00000084453"	"m167"
"ENSG00000186526"	"ENSG00000111700"	"m167"
"ENSG00000186526"	"ENSG00000112499"	"m167"
"ENSG00000186526"	"ENSG00000146477"	"m167"
"ENSG00000186526"	"ENSG00000164638"	"m167"
"ENSG00000186526"	"ENSG00000175003"	"m167"
"ENSG00000130377"	"ENSG00000108839"	"m168"
"ENSG00000122643"	"ENSG00000084774"	"m1691"
"ENSG00000213160"	"ENSG00000068120"	"m1730"
"ENSG00000130377"	"ENSG00000162174"	"m175"
"ENSG00000130377"	"ENSG00000166183"	"m175"
"ENSG00000187758"	"ENSG00000196511"	"m1764"
"ENSG00000241635"	"ENSG00000021461"	"m1765"
"ENSG00000241635"	"ENSG00000100197"	"m1765"
"ENSG00000241635"	"ENSG00000106258"	"m1765"
"ENSG00000241635"	"ENSG00000108242"	"m1765"
"ENSG00000241635"	"ENSG00000134716"	"m1765"
"ENSG00000241635"	"ENSG00000137869"	"m1765"
"ENSG00000241635"	"ENSG00000138061"	"m1765"
"ENSG00000241635"	"ENSG00000138115"	"m1765"
"ENSG00000241635"	"ENSG00000140465"	"m1765"
"ENSG00000241635"	"ENSG00000142973"	"m1765"
"ENSG00000241635"	"ENSG00000155016"	"m1765"
"ENSG00000241635"	"ENSG00000160868"	"m1765"
"ENSG00000241635"	"ENSG00000160870"	"m1765"
"ENSG00000241635"	"ENSG00000167600"	"m1765"
"ENSG00000241635"	"ENSG00000171903"	"m1765"
"ENSG00000241635"	"ENSG00000186160"	"m1765"
"ENSG00000241635"	"ENSG00000186204"	"m1765"
"ENSG00000241635"	"ENSG00000186377"	"m1765"
"ENSG00000241635"	"ENSG00000186526"	"m1765"
"ENSG00000241635"	"ENSG00000197408"	"m1765"
"ENSG00000241635"	"ENSG00000197446"	"m1765"
"ENSG00000241635"	"ENSG00000282301"	"m1765"
"ENSG00000241635"	"ENSG00000137563"	"m1765"
"ENSG00000241635"	"ENSG00000108846"	"m1765"
"ENSG00000241635"	"ENSG00000231852"	"m1765"
"ENSG00000241635"	"ENSG00000101846"	"m1765"
"ENSG00000109854"	"ENSG00000130876 and ENSG00000168003"	"m1785"
"ENSG00000085871"	"ENSG00000125246"	"m1789"
"ENSG00000130377"	"ENSG00000103064"	"m180"
"ENSG00000176454"	"ENSG00000105398"	"m1801"
"ENSG00000119915"	"ENSG00000083807"	"m1815"
"ENSG00000119915"	"ENSG00000140284"	"m1815"
"ENSG00000119915"	"ENSG00000023839"	"m1815"
"ENSG00000119915"	"ENSG00000103222"	"m1815"
"ENSG00000108242"	"ENSG00000136877"	"m1862"
"ENSG00000108242"	"ENSG00000137563"	"m1862"
"ENSG00000108242"	"ENSG00000231852"	"m1862"
"ENSG00000108242"	"ENSG00000101846"	"m1862"
"ENSG00000108242"	"ENSG00000108786"	"m1862"
"ENSG00000108242"	"ENSG00000132196"	"m1862"
"ENSG00000111371"	"ENSG00000081479 and ENSG00000107611 and ENSG00000111012 and ENSG00000145321"	"m1874"
"ENSG00000141526"	"ENSG00000137563"	"m1894"
"ENSG00000109854"	"ENSG00000120563"	"m1912"
"ENSG00000109854"	"ENSG00000174876"	"m1912"
"ENSG00000109854"	"ENSG00000187733"	"m1912"
"ENSG00000109854"	"ENSG00000237763"	"m1912"
"ENSG00000109854"	"ENSG00000240038"	"m1912"
"ENSG00000109854"	"ENSG00000243480"	"m1912"
"ENSG00000085871"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m1958"
"ENSG00000085871"	"ENSG00000008394"	"m1958"
"ENSG00000085871"	"ENSG00000065621"	"m1958"
"ENSG00000085871"	"ENSG00000084207"	"m1958"
"ENSG00000085871"	"ENSG00000085871"	"m1958"
"ENSG00000085871"	"ENSG00000099984"	"m1958"
"ENSG00000085871"	"ENSG00000100577"	"m1958"
"ENSG00000085871"	"ENSG00000133433"	"m1958"
"ENSG00000085871"	"ENSG00000134184"	"m1958"
"ENSG00000085871"	"ENSG00000134201"	"m1958"
"ENSG00000085871"	"ENSG00000134202"	"m1958"
"ENSG00000085871"	"ENSG00000143198"	"m1958"
"ENSG00000085871"	"ENSG00000148344"	"m1958"
"ENSG00000085871"	"ENSG00000148834"	"m1958"
"ENSG00000085871"	"ENSG00000163106"	"m1958"
"ENSG00000085871"	"ENSG00000168765"	"m1958"
"ENSG00000085871"	"ENSG00000170899"	"m1958"
"ENSG00000085871"	"ENSG00000174156"	"m1958"
"ENSG00000085871"	"ENSG00000182793"	"m1958"
"ENSG00000085871"	"ENSG00000197448"	"m1958"
"ENSG00000085871"	"ENSG00000213366"	"m1958"
"ENSG00000085871"	"ENSG00000243955"	"m1958"
"ENSG00000085871"	"ENSG00000244067"	"m1958"
"ENSG00000085871"	"ENSG00000083807"	"m1958"
"ENSG00000085871"	"ENSG00000140284"	"m1958"
"ENSG00000085871"	"ENSG00000160882"	"m1958"
"ENSG00000085871"	"ENSG00000179142"	"m1958"
"ENSG00000085871"	"ENSG00000134538"	"m1958"
"ENSG00000085871"	"ENSG00000068366"	"m1958"
"ENSG00000085871"	"ENSG00000103740"	"m1958"
"ENSG00000085871"	"ENSG00000123983"	"m1958"
"ENSG00000085871"	"ENSG00000130377"	"m1958"
"ENSG00000085871"	"ENSG00000151726"	"m1958"
"ENSG00000085871"	"ENSG00000164398"	"m1958"
"ENSG00000085871"	"ENSG00000197142"	"m1958"
"ENSG00000085871"	"ENSG00000239642"	"m1958"
"ENSG00000085871"	"ENSG00000021461"	"m1958"
"ENSG00000085871"	"ENSG00000100197"	"m1958"
"ENSG00000085871"	"ENSG00000106258"	"m1958"
"ENSG00000085871"	"ENSG00000108242"	"m1958"
"ENSG00000085871"	"ENSG00000130649"	"m1958"
"ENSG00000085871"	"ENSG00000134716"	"m1958"
"ENSG00000085871"	"ENSG00000137869"	"m1958"
"ENSG00000085871"	"ENSG00000138061"	"m1958"
"ENSG00000085871"	"ENSG00000138109"	"m1958"
"ENSG00000085871"	"ENSG00000138115"	"m1958"
"ENSG00000085871"	"ENSG00000140465"	"m1958"
"ENSG00000085871"	"ENSG00000140505"	"m1958"
"ENSG00000085871"	"ENSG00000142973"	"m1958"
"ENSG00000085871"	"ENSG00000155016"	"m1958"
"ENSG00000085871"	"ENSG00000160868"	"m1958"
"ENSG00000085871"	"ENSG00000160870"	"m1958"
"ENSG00000085871"	"ENSG00000167600"	"m1958"
"ENSG00000085871"	"ENSG00000171903"	"m1958"
"ENSG00000085871"	"ENSG00000186160"	"m1958"
"ENSG00000085871"	"ENSG00000186204"	"m1958"
"ENSG00000085871"	"ENSG00000186377"	"m1958"
"ENSG00000085871"	"ENSG00000186526"	"m1958"
"ENSG00000085871"	"ENSG00000197408"	"m1958"
"ENSG00000085871"	"ENSG00000197446"	"m1958"
"ENSG00000085871"	"ENSG00000197838"	"m1958"
"ENSG00000085871"	"ENSG00000198077"	"m1958"
"ENSG00000085871"	"ENSG00000255974"	"m1958"
"ENSG00000085871"	"ENSG00000282301"	"m1958"
"ENSG00000085871"	"ENSG00000099797"	"m1958"
"ENSG00000085871"	"ENSG00000205678"	"m1958"
"ENSG00000186526"	"ENSG00000040933"	"m1963"
"ENSG00000186526"	"ENSG00000109452"	"m1963"
"ENSG00000186526"	"ENSG00000198246"	"m1963"
"ENSG00000186526"	"ENSG00000092068 and ENSG00000168003"	"m1963"
"ENSG00000186526"	"ENSG00000003989"	"m1963"
"ENSG00000186526"	"ENSG00000103257"	"m1963"
"ENSG00000186526"	"ENSG00000123643"	"m1963"
"ENSG00000186526"	"ENSG00000139514"	"m1963"
"ENSG00000186526"	"ENSG00000149150"	"m1963"
"ENSG00000186526"	"ENSG00000155465"	"m1963"
"ENSG00000186526"	"ENSG00000165349"	"m1963"
"ENSG00000186526"	"ENSG00000167703"	"m1963"
"ENSG00000122643"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1978"
"ENSG00000186111"	"ENSG00000128039"	"m2002"
"ENSG00000186111"	"ENSG00000145545"	"m2002"
"ENSG00000186111"	"ENSG00000277893"	"m2002"
"ENSG00000186111"	"ENSG00000069535"	"m2002"
"ENSG00000186111"	"ENSG00000189221"	"m2002"
"ENSG00000186111"	"ENSG00000172461"	"m2002"
"ENSG00000186111"	"ENSG00000002726"	"m2002"
